"","masterid","latitude","longitude","county"
"60","513PS0248",39.21679,-122.72873,"Lake"
"61","205PS0106",37.38433,-121.90822,"Santa Clara"
"62","111CE0551",39.35314,-122.77651,"Lake"
"63","535PS0431",37.21236,-120.31703,"Merced"
"64","628PS1019",34.33577,-117.16117,"San Bernardino"
"65","519PS0449",38.68543,-121.44155,"Sacramento"
"66","504CE0514",39.99666,-121.95944,"Tehama"
"67","111PS0159",39.79971,-123.65586,"Mendocino"
"68","518CE0114",40.05192,-121.20826,"Plumas"
"69","111PS0169",40.58297,-123.98891,"Humboldt"
"70","535CE0150",37.48315,-120.56493,"Merced"
"71","310MNO",35.375748,-120.792995,"San Luis Obispo"
"72","540CE0590",37.22973,-119.49802,"Madera"
"73","532PS0071",38.49027,-120.39647,"Amador"
"74","603PS0056",37.34092,-118.73389,"Inyo"
"75","517PS0078",39.30137,-120.9978,"Nevada"
"76","309PS0116",36.0639,-121.32622,"Monterey"
"77","632PS0058",38.60621,-119.6904,"Alpine"
"78","304PS0146",36.9832,-121.99474,"Santa Cruz"
"79","603PS0076",37.3187,-118.506,"Inyo"
"80","113PS0076",38.9363,-123.5005,"Mendocino"
"81","513PS0200",39.18,-122.6673,"Lake"
"82","524PS0202",40.6905,-122.6402,"Shasta"
"83","205PS0157",37.30143,-121.83516,"Santa Clara"
"84","628PS1179",34.339,-117.1669,"San Bernardino"
"85","633PS0083",38.6789,-119.9608,"Alpine"
"86","603PS1056",36.9821,-118.3025,"Inyo"
"87","801M16916",33.96417,-117.49156,"Riverside"
"88","114PS0149",38.43414,-122.67608,"Sonoma"
"89","526PS1100",41.2915,-120.2495,"Modoc"
"90","601PS0077",38.0306,-119.1837,"Mono"
"91","206PS0165",38.57322,-122.56939,"Napa"
"92","106PS0186",40.3062,-123.1213,"Trinity"
"93","518PS0089",39.9214,-120.4049,"Plumas"
"94","522PS0430",39.377,-122.6454,"Colusa"
"95","105PS1148",41.8659,-122.4641,"Siskiyou"
"96","632PS0110",38.7505,-119.6446,"Alpine"
"97","508PS0458",40.49391,-122.44755,"Shasta"
"98","527PS1412",41.728,-120.33219,"Modoc"
"99","114PS0209",38.78599,-123.15521,"Sonoma"
"100","518PS0125",39.80922,-120.65636,"Plumas"
"101","626PS1195",34.4546,-118.01719,"Los Angeles"
"102","202PS0246",37.46248,-122.3746,"San Mateo"
"103","628PS1483",34.51287,-117.26045,"San Bernardino"
"104","114PS0229",38.61538,-122.78391,"Sonoma"
"105","639PS1279",40.73356,-120.11743,"Lassen"
"106","634PS0131",38.82055,-120.01924,"El Dorado"
"107","111PS0237",40.33346,-123.46499,"Trinity"
"108","105PS1492",41.86231,-120.995,"Modoc"
"109","635PS0146",39.32333,-120.2281,"Nevada"
"110","113PS0268",39.15598,-123.4593,"Mendocino"
"111","304PS0253",37.20189,-122.14665,"Santa Cruz"
"112","105PS1564",41.68535425,-121.9652843,"Siskiyou"
"113","532PS0667",38.50095935,-121.052305,"Sacramento"
"114","526PS1532",40.87166,-121.90069,"Shasta"
"115","531PS0701",38.2933,-120.9345,"Amador"
"116","636PS0150",39.44128506,-120.1004599,"Nevada"
"117","504PS0739",40.0493117,-122.0868802,"Tehama"
"118","526PS1612",41.41219398,-120.2447287,"Modoc"
"119","308PS0308",35.99985895,-121.4548193,"Monterey"
"120","602PS0187",37.89938981,-118.7152511,"Mono"
"121","514PS0162",38.80829196,-120.0937508,"El Dorado"
"122","519PS0765",38.64463628,-121.3613877,"Sacramento"
"123","204PS0358",37.69543831,-122.058428,"Alameda"
"124","526PS0321",41.07460164,-121.9256832,"Shasta"
"125","519PS0817",38.51305228,-121.4283511,"Sacramento"
"126","505PS1884",41.27755468,-122.0551605,"Siskiyou"
"127","113PS0296",38.63143583,-123.208005,"Sonoma"
"128","105PS0295",41.80984337,-122.5946448,"Siskiyou"
"129","304PS0338",36.99348236,-121.955562,"Santa Cruz"
"130","114PS0344",38.5127469,-123.0766647,"Sonoma"
"131","603PS0204",37.24313041,-118.5669013,"Inyo"
"132","633PS0195",38.77494507,-119.9329902,"Alpine"
"133","635PS0210",39.32251746,-120.2111185,"Nevada"
"134","631PS0209",38.31644832,-119.5696383,"Mono"
"135","526PS1924",41.60987,-120.41915,"Modoc"
"136","309PS0370",36.64939198,-121.7078564,"Monterey"
"137","518PS0205",40.16863876,-120.9675496,"Plumas"
"138","628PS2127",34.27555,-117.31134,"San Bernardino"
"139","509ACNFPP",40.24167,-121.8625,"Tehama"
"140","509ACSFPP",40.24111,-121.86222,"Tehama"
"141","901ATCAAS",33.68264,-117.50159,"Orange"
"142","509BCCH32",40.07254,-121.59867,"Tehama"
"143","205CYCAHH",37.10145,-121.47252,"Santa Clara"
"144","509DCPWxx",40.06961,-121.70886,"Tehama"
"145","542DPCDPC",37.42083,-121.37347,"Stanislaus"
"146","522MFSCRB",39.37763,-122.65283,"Colusa"
"147","519MNRASR",38.75896,-121.25594,"Placer"
"148","518RCNAPC",40.4002,-121.439,"Plumas"
"149","537TYCAML",37.7599,-119.529,"Mariposa"
"150","201LAG335",37.99222,-122.66,"Marin"
"151","111BBRBCC",39.69838,-122.9225,"Mendocino"
"152","534CFSAIM",38.41626,-119.74242,"Tuolumne"
"153","111WER159",39.42944,-122.84444,"Lake"
"154","201LAG380",37.96722,-122.64945,"Marin"
"155","106WER016",40.48972,-123.02833,"Trinity"
"156","534SED001",38.40735,-119.79936,"Alpine"
"157","505BMCMCR",41.09566,-122.136,"Shasta"
"158","308BSU",36.24579,-121.77222,"Monterey"
"159","103CDCHHR",41.78887,-124.07766,"Del Norte"
"160","310COO",35.25475,-120.88549,"San Luis Obispo"
"161","603GSCADC",37.73969,-119.04995,"Mono"
"162","909JPCH79",32.91849,-116.57176,"San Diego"
"163","103KLCMSR",41.85532,-123.85239,"Del Norte"
"164","634CAT055",39.00578,-120.16534,"El Dorado"
"165","632NOB001",38.5734,-119.78967,"Alpine"
"166","407CE0668",34.28231,-119.21909,"Ventura"
"167","308PWCAH1",35.93554,-121.46781,"Monterey"
"168","206RCCBDC",38.35466,-122.42661,"Napa"
"169","310UPN",35.348038,-120.726063,"San Luis Obispo"
"170","304SPC236",37.16832,-122.21421,"Santa Cruz"
"171","105TMCACC",41.73691,-123.54855,"Siskiyou"
"172","304WDCAH1",37.11371,-122.26978,"Santa Cruz"
"173","404CE0316",33.99722,-118.4025,"Los Angeles"
"174","719WWRAEF",34.06322,-116.82028,"San Bernardino"
"175","309WLCATC",36.21306,-121.53505,"Monterey"
"176","553TCCAKR",36.54484,-118.89593,"Tulare"
"177","308BGC",36.0709,-121.59807,"Monterey"
"178","634R10BMW",38.77957,-119.99815,"El Dorado"
"179","111FS0008",39.31933,-122.84536,"Lake"
"180","537BLCABG",37.70408,-119.97377,"Mariposa"
"181","202BUT040",37.24195,-122.31719,"San Mateo"
"182","554CLCALK",36.2129,-118.51401,"Tulare"
"183","509DRCBPC",40.1659,-121.60067,"Tehama"
"184","103WER030",41.85675,-123.91167,"Del Norte"
"185","632ELD001",38.4999,-119.7398,"Alpine"
"186","110ECSLSF",40.67323,-124.0966,"Humboldt"
"187","634HHCATC",38.85429,-119.94777,"El Dorado"
"188","634HID001",38.87197,-119.96403,"El Dorado"
"189","111RSCAER",39.98777,-123.05131,"Trinity"
"190","107RWCBHW",41.19664,-123.99636,"Humboldt"
"191","534RSCAGG",38.13193,-120.22041,"Tuolumne"
"192","310SSU",35.60887,-121.07662,"San Luis Obispo"
"193","911TCCTCx",32.80778,-116.44,"San Diego"
"194","634R10UTR",38.77875,-120.02978,"El Dorado"
"195","518CHCANF",39.7199,-121.4217,"Butte"
"196","111WE1071",39.70044,-122.81126,"Glenn"
"197","ALC22.52",37.52885,-121.84742,"Alameda"
"198","526ESCAMC",41.1753,-120.2058,"Lassen"
"199","111ERATRC",39.5525,-122.8613,"Lake"
"200","630SED034",38.13435,-119.23508,"Mono"
"201","103WER026",41.84611,-124.0275,"Del Norte"
"202","308LILPAL",36.3399,-121.8087,"Monterey"
"203","601PRK002",37.84391,-119.14705,"Mono"
"204","111WER008",39.49361,-122.86417,"Lake"
"205","ALC27.69",37.5011,-121.78669,"Alameda"
"206","ALC29.49",37.49723,-121.76138,"Alameda"
"207","ALC20.87",37.54687,-121.85914,"Alameda"
"208","111WE1050",39.71181,-122.8409,"Glenn"
"209","MVC-LIB",38.693275,-119.78175,"Alpine"
"210","518WE0521",39.81211,-120.6814,"Plumas"
"211","403WE1027",34.72654,-119.02842,"Ventura"
"212","532PTCAER",38.51109,-120.33743,"Amador"
"213","403WE0540",34.65136,-119.11845,"Ventura"
"214","204R00047",37.6883,-122.0726,"Alameda"
"215","513CCNASC",39.165446,-122.619986,"Lake"
"216","205R00234",37.2662,-121.9908,"Santa Clara"
"217","412CE0732",34.15513,-118.31261,"Los Angeles"
"218","105WE0598",41.24444,-123.32795,"Siskiyou"
"219","106WE0505",40.86244,-122.90169,"Trinity"
"220","201LAG330",37.99194,-122.66972,"Marin"
"221","553KRMFHC",36.61139,-118.69985,"Tulare"
"222","514MDCABC",39.06366,-120.26834,"Placer"
"223","634MKCBLG",39.01936,-120.15304,"El Dorado"
"224","205R00883",37.3707,-122.1176,"Santa Clara"
"225","309CAW130",35.98617,-121.35592,"Monterey"
"226","309CAW178",36.08364,-121.39445,"Monterey"
"227","206RIT020",38.54794,-122.5288,"Napa"
"228","105WLKAKR",41.82608369,-123.1667009,"Siskiyou"
"229","205R01091",37.3575,-121.9732,"Santa Clara"
"230","412CE0616",34.15397,-118.42994,"Los Angeles"
"231","514PS0090",39.2596,-120.6154,"Placer"
"232","635PCNA89",39.38095934,-120.2383368,"Nevada"
"233","518RCAJNC",40.3887,-121.1574,"Plumas"
"234","634UTRATR",38.7648,-120.0303,"El Dorado"
"235","911NP9ATC",32.76824,-116.41757,"San Diego"
"236","518SED013",40.19443,-121.28451,"Plumas"
"237","111CBCANF",39.5498,-122.7312,"Glenn"
"238","901S01705",33.60369,-117.51,"Orange"
"239","202BUT600",37.2159,-122.30727,"San Mateo"
"240","901S00469",33.52999,-117.40855,"Riverside"
"241","113GAR105",38.89959,-123.39061,"Mendocino"
"242","204R01604",37.81911,-121.89583,"Contra Costa"
"243","632CHV001",38.67789,-119.90035,"Alpine"
"244","113HSCABC",38.65398322,-123.1742861,"Sonoma"
"245","636SAG001",39.43709,-120.22934,"Nevada"
"246","201PNG050",37.95451,-122.718,"Marin"
"247","532WER222",38.49611,-119.89388,"Alpine"
"248","521BUT206",39.75227,-121.57667,"Butte"
"249","404MBCASC",34.090337,-118.720166,"Los Angeles"
"250","911TJLCC2",32.77887,-116.44162,"San Diego"
"251","304SCM",37.10439,-122.25062,"Santa Cruz"
"252","511CC0400",38.64205,-121.8371,"Yolo"
"253","911CCH80x",32.78803,-116.49761,"San Diego"
"254","307CMN",36.3992,-121.66046,"Monterey"
"255","902DLCDLM",33.45958,-117.29053,"San Diego"
"256","113DNCAH1",39.79889,-123.82083,"Mendocino"
"257","111ELRATC",39.54028,-122.85944,"Lake"
"258","201LAGCPT",38.01923,-122.729,"Marin"
"259","114MWCMWS",38.54206,-122.72017,"Sonoma"
"260","113WER082",39.39417,-123.68472,"Mendocino"
"261","902RCWGRx",33.40725,-117.19969,"San Diego"
"262","111RFCBBC",39.32615,-122.87057,"Lake"
"263","114RREFCC",39.25139,-123.11833,"Mendocino"
"264","902SCSCRx",33.42425,-117.24811,"San Diego"
"265","111TKCAER",39.42398,-123.14334,"Mendocino"
"266","BR_USPG",38.9845,-121.48735,"Sutter"
"267","113GAR089",38.90824,-123.35092,"Mendocino"
"268","113GAR112",38.92488,-123.49069,"Mendocino"
"269","113GAR062",38.85961,-123.54843,"Mendocino"
"270","113GAR010",38.83737,-123.54644,"Mendocino"
"271","113GAR084",38.92636,-123.62885,"Mendocino"
"272","531CE0294",38.02843,-121.28345,"San Joaquin"
"273","113GAR244",38.93172,-123.59238,"Mendocino"
"274","113GAR015",38.89312,-123.50885,"Mendocino"
"275","113GAR011",38.89138,-123.45586,"Mendocino"
"276","113GAR042",38.874568,-123.524799,"Mendocino"
"277","114MCR8xx",38.59434,-122.91674,"Sonoma"
"278","114WICR2x",38.42906,-123.06183,"Sonoma"
"279","114BPCR1x",38.57897,-123.11828,"Sonoma"
"280","114CCR1xx",38.67894,-122.71206,"Sonoma"
"281","114LBCR2x",38.6857,-122.7196,"Sonoma"
"282","310TWB",35.35422598,-120.826942,"San Luis Obispo"
"283","114SCR2xx",38.44944,-123.08944,"Sonoma"
"284","114SUCR1x",38.61869,-123.08881,"Sonoma"
"285","114TCRxxx",38.57083,-123.035,"Sonoma"
"286","114WDCR5x",38.5365,-123.13769,"Sonoma"
"287","114DBCR1x",38.4428,-122.9916,"Sonoma"
"288","114DLCMRx",39.12817,-123.22369,"Mendocino"
"289","114FCT1xx",38.82914,-122.91639,"Sonoma"
"290","114FCT2xx",38.83367,-122.92325,"Sonoma"
"291","114GBCLRx",39.15075,-123.21619,"Mendocino"
"292","114JVCLRx",38.40108,-122.86244,"Sonoma"
"293","114MPCURx",39.33444,-123.23583,"Mendocino"
"294","114MLCURx",39.13111,-123.13444,"Mendocino"
"295","114PCLRxx",38.90344,-123.01836,"Mendocino"
"296","114RWCAJC",38.39361,-122.88827,"Sonoma"
"297","114STCAJC",38.38389,-122.87528,"Sonoma"
"298","114SQCLRx",38.82467,-122.87636,"Sonoma"
"299","114MW8747",38.52074,-122.62527,"Sonoma"
"300","114AU7778",38.58703,-123.11811,"Sonoma"
"301","114MA2364",38.63048,-122.76788,"Sonoma"
"302","115SC6093",38.35614,-122.9263,"Sonoma"
"303","204IND200",37.56223,-121.7982,"Alameda"
"304","207MTD117",37.91847,-121.94421,"Contra Costa"
"305","201RDW080",37.87717,-122.58114,"Marin"
"306","206RIC100",38.55078,-122.52137,"Napa"
"307","204ALA525",37.49664,-121.76043,"Alameda"
"308","305BODBLK",37.00343,-121.68015,"Santa Clara"
"309","205COY900",37.17551,-121.47741,"Santa Clara"
"310","206HCT020",38.47124,-122.48879,"Napa"
"311","205LGA700",37.11971,-121.90318,"Santa Clara"
"312","204SMA140",37.547898,-122.406989,"San Mateo"
"313","207WAL475",37.82956,-122.0743,"Contra Costa"
"314","204ALA382",37.54192,-121.85851,"Alameda"
"315","204ALA500",37.50071,-121.78491,"Alameda"
"316","205AAG075",37.39043,-121.78352,"Santa Clara"
"317","206PIN825",37.96288,-122.20152,"Contra Costa"
"318","207SUI070",38.29488,-122.12858,"Solano"
"319","205COY615",37.12125,-121.48027,"Santa Clara"
"320","206SPA050",37.96334,-122.34834,"Contra Costa"
"321","205COY852",37.17991826,-121.5009516,"Santa Clara"
"322","204ALP070",37.69961,-121.79886,"Alameda"
"323","204ALP110",37.70528,-121.75417,"Alameda"
"324","201LAG165",38.05839,-122.76522,"Marin"
"325","206WIL170",37.89339,-122.24339,"Contra Costa"
"326","206SPA150",37.92611,-122.15889,"Contra Costa"
"327","201LAG180",38.03722,-122.74611,"Marin"
"328","201LAG220",38.01611,-122.72297,"Marin"
"329","201WLK050",38.24353,-122.89806,"Marin"
"330","204ALP080",37.69942,-121.77442,"Alameda"
"331","201LAG160",38.06156,-122.69958,"Marin"
"332","206SPA220",37.88611,-122.19278,"Contra Costa"
"333","207SUI050",38.27483,-122.12186,"Solano"
"334","207SUI060",38.27458,-122.12275,"Solano"
"335","201WLK190",38.16458,-122.77194,"Marin"
"336","204SLE030",37.72556,-122.18361,"Alameda"
"337","201LAG320",38.00453,-122.70878,"Marin"
"338","201WLK140",38.21192,-122.86006,"Marin"
"339","201LAG240",38.00703,-122.70569,"Marin"
"340","201LAG300",38.01275,-122.64689,"Marin"
"341","202BUT020",37.23395,-122.36719,"San Mateo"
"342","205COY600",37.10555,-121.47462,"Santa Clara"
"343","202PES240",37.2141,-122.16521,"Santa Cruz"
"344","202PES100",37.26098,-122.32909,"San Mateo"
"345","202PES190",37.25106,-122.21783,"San Mateo"
"346","202SGR120",37.38799,-122.27345,"San Mateo"
"347","202PES170",37.26443,-122.23911,"San Mateo"
"348","206PET130",38.24295,-122.59433,"Sonoma"
"349","204SMA180",37.4878,-122.34309,"San Mateo"
"350","206CALASC",38.363,-122.52538,"Sonoma"
"351","204SMA060",37.56213,-122.32884,"San Mateo"
"352","207KIR115",37.99101,-121.89457,"Contra Costa"
"353","206PET400",38.29444,-122.66629,"Sonoma"
"354","207MTD050",37.94937,-121.94407,"Contra Costa"
"355","206PET265",38.25164,-122.63268,"Sonoma"
"356","206PET060",38.18765,-122.66415,"Sonoma"
"357","206PET220",38.24751,-122.62795,"Sonoma"
"358","204PRL020",37.7781,-122.21812,"Alameda"
"359","203COD020",37.88188,-122.30692,"Alameda"
"360","203BAX050",37.93151,-122.32097,"Contra Costa"
"361","204LIO080",37.78223,-122.18021,"Alameda"
"362","203STW010",37.8679,-122.2869,"Alameda"
"363","201EAS050",37.90023,-122.63733,"Marin"
"364","201ROD040",37.83904,-122.51644,"Marin"
"365","204ISL050",37.74169,-122.44293,"San Francisco"
"366","201PNG010",37.91971,-122.69181,"Marin"
"367","201RDW060",37.86369,-122.57514,"Marin"
"368","201RDW120",37.90023,-122.57811,"Marin"
"369","201WBB010",37.88671,-122.62655,"Marin"
"370","205SAR070",37.2621,-122.02845,"Santa Clara"
"371","206PET215",38.24598,-122.6348,"Sonoma"
"372","201LAG280",38.013003,-122.660755,"Marin"
"373","201WLK178",38.163658,-122.783144,"Marin"
"374","201LAG050",38.04181,-122.78969,"Marin"
"375","201WLK150",38.184404,-122.838774,"Marin"
"376","519CE0787",38.67919,-121.44822,"Sacramento"
"377","204ADV400",37.629052,-121.75687,"Alameda"
"378","204AMO195",37.526868,-121.554561,"Alameda"
"379","204ALP145",37.702025,-121.745687,"Alameda"
"380","202SGR022",37.32206,-122.33727,"San Mateo"
"381","202PES141",37.276102,-122.28626,"San Mateo"
"382","202PIL200",37.47705,-122.41023,"San Mateo"
"383","202SGR076",37.313604,-122.285136,"San Mateo"
"384","205COY450",37.16773,-121.66072,"Santa Clara"
"385","201RDW710",37.8915,-122.5704,"Marin"
"386","304GAZ",37.16575498,-122.359552,"San Mateo"
"387","304LOR",36.96973998,-122.022029,"Santa Cruz"
"388","304WAD",37.09641198,-122.276968,"Santa Cruz"
"389","519CE0691",38.7365,-121.28879,"Placer"
"390","313SAI",34.78233,-120.52997,"Santa Barbara"
"391","310ADLCUx",35.70958,-121.30592,"San Luis Obispo"
"392","310AGRU",35.09982,-120.62712,"San Luis Obispo"
"393","308BSRU",36.28296,-121.85736,"Monterey"
"394","307CRU",36.53726,-121.92443,"Monterey"
"395","315CCD",34.3918,-119.51796,"Santa Barbara"
"396","315CCU",34.39205,-119.51672,"Santa Barbara"
"397","314SYRU",34.67685,-120.55385,"Santa Barbara"
"398","304WCD",37.09596,-122.27814,"Santa Cruz"
"399","305SCC",36.91556,-121.74194,"Santa Cruz"
"400","305FRA",36.96342,-121.49082,"Santa Clara"
"401","305SJN",36.875459,-121.561359,"San Benito"
"402","304SL9",37.08838,-122.0875,"Santa Cruz"
"403","304ZAY",37.04956,-122.06429,"Santa Cruz"
"404","317CHO",35.70981498,-120.303836,"San Luis Obispo"
"405","309USA",35.8641,-120.80912,"Monterey"
"406","309DSA",36.01663,-120.91209,"Monterey"
"407","309GRN",36.33769,-121.20518,"Monterey"
"408","309SAN",35.85506598,-120.800268,"Monterey"
"409","309SAT",35.49343,-120.64465,"San Luis Obispo"
"410","315CAP",34.46042,-120.02177,"Santa Barbara"
"411","315TCI",34.43402,-119.91577,"Santa Barbara"
"412","315TOR",34.41704698,-119.565856,"Santa Barbara"
"413","801M16949",33.8732,-117.44195,"Riverside"
"414","845PS0011",33.88053,-117.89742,"Orange"
"415","901M14124",33.43535,-117.62556,"Orange"
"416","901M14126",33.54743,-117.7223,"Orange"
"417","901M14134",33.59231,-117.63283,"Orange"
"418","901M14138",33.57688,-117.63999,"Orange"
"419","902ARO100",33.44415,-116.98729,"Riverside"
"420","310AGF",35.11260698,-120.586269,"San Luis Obispo"
"421","310CER",35.34738,-120.77304,"San Luis Obispo"
"422","308LIM",36.00924898,-121.517519,"Monterey"
"423","310CAY",35.45343998,-120.906077,"San Luis Obispo"
"424","312CUT",34.90551,-120.30267,"Santa Barbara"
"425","312SIS",34.8937,-120.30517,"Santa Barbara"
"426","408CAL008",34.27387,-118.85857,"Ventura"
"427","408CAL006",34.16443,-119.06255,"Ventura"
"428","408CAL003",34.14722,-119.11837,"Ventura"
"429","408CAL010",34.21103,-118.88685,"Ventura"
"430","408CAL005",34.1693,-119.09572,"Ventura"
"431","408CAL013",34.27133,-118.74003,"Ventura"
"432","412LARSCO",34.0827,-118.2215,"Los Angeles"
"433","412LAR007",33.99431,-118.18055,"Los Angeles"
"434","SMC00756",34.1501,-118.3907,"Los Angeles"
"435","403STCBQT",34.42782,-118.54022,"Los Angeles"
"436","403STCCTC",34.49688,-118.6123,"Los Angeles"
"437","403STCNRB",34.40138,-118.70012,"Ventura"
"438","403STC019",34.42556,-118.57917,"Los Angeles"
"439","403STC028",34.43722,-119.08583,"Ventura"
"440","403STC065",34.63056,-118.53611,"Los Angeles"
"441","403STC070",34.56667,-119.26278,"Ventura"
"442","405SGB003",34.28157,-117.88508,"Los Angeles"
"443","405SGB034",34.22498,-117.76111,"Los Angeles"
"444","405SGBWFK",34.2406,-117.89,"Los Angeles"
"445","405SMB052",33.97902,-118.4253,"Los Angeles"
"446","404SMB033",34.03822,-118.64921,"Los Angeles"
"447","404SMB017",34.05513,-118.77733,"Los Angeles"
"448","404SMB005",34.06189,-118.89698,"Los Angeles"
"449","404SMB022",34.03194,-118.74287,"Los Angeles"
"450","405SMB050",34.06919,-118.50327,"Los Angeles"
"451","404SMB042",34.08991,-118.60487,"Los Angeles"
"452","405SMB059",33.80169,-118.39075,"Los Angeles"
"453","404R4S016",34.09268,-118.67675,"Los Angeles"
"454","404R4S036",34.06522,-118.70737,"Los Angeles"
"455","507SHA019",40.39434,-121.90489,"Tehama"
"456","401VCSAUL",34.34821,-119.42277,"Ventura"
"457","507SHA034",40.47606,-121.84305,"Shasta"
"458","507SHA025",40.58422,-121.68784,"Shasta"
"459","507SHA010",40.42894,-121.65356,"Tehama"
"460","507SHA021",40.44816,-121.6711,"Shasta"
"461","507SHA017",40.33158,-121.5978,"Tehama"
"462","504R5NPHG",40.14993,-122.0821,"Tehama"
"463","508SHA906",40.51338,-122.36897,"Shasta"
"464","508SHA911",40.62415,-122.30522,"Shasta"
"465","507BCSFPW",40.5332,-121.93,"Shasta"
"466","508CLCO44",40.55334,-122.18293,"Shasta"
"467","507OCCPHx",40.68,-121.87039,"Shasta"
"468","507OCCWHR",40.62343,-121.98104,"Shasta"
"469","507SCCPWx",40.60702,-121.85347,"Shasta"
"470","526BNCBBF",41.00065,-121.63705,"Shasta"
"471","526T00028",41.17317,-120.97739,"Lassen"
"472","526TMC299",41.58178,-120.3856,"Modoc"
"473","526T00007",41.27906,-120.28458,"Modoc"
"474","526TRCBWC",41.43002,-121.008,"Modoc"
"475","634UTR001",38.90969,-119.99056,"El Dorado"
"476","632BGV001",38.59231,-119.65468,"Alpine"
"477","603CON001",37.6154,-118.8255,"Mono"
"478","631COT001",38.43976,-119.42347,"Mono"
"479","631COW001",38.32371,-119.45904,"Mono"
"480","603DDM002",37.74996,-118.96649,"Mono"
"481","632HEN001",38.66056,-119.62764,"Alpine"
"482","631KIR001",38.34528,-119.51998,"Mono"
"483","603MAM005",37.6304,-118.99136,"Mono"
"484","631POR001",38.33493,-119.53186,"Mono"
"485","630SWA003",38.38168,-119.34457,"Mono"
"486","630SWA001",38.35853,-119.34198,"Mono"
"487","603UOW001",37.68644,-118.75953,"Mono"
"488","603UOW009",37.75372,-118.93118,"Mono"
"489","603UOW003",37.71231,-118.78568,"Mono"
"490","631WWK003",38.35754,-119.49901,"Mono"
"491","631WWK004",38.3472,-119.52344,"Mono"
"492","631WWK005",38.30902,-119.54991,"Mono"
"493","635BER001",39.18996,-120.19825,"Placer"
"494","630BUC002",38.27372,-119.25913,"Mono"
"495","632HOS003",38.69852,-119.84088,"Alpine"
"496","902SMRCPx",33.33947,-117.33108,"San Diego"
"497","631SLK001",38.59441,-119.56485,"Mono"
"498","635SQM002",39.20431,-120.21615,"Placer"
"499","635SQL001",39.20693,-120.20623,"Placer"
"500","635SQS001",39.18806,-120.24646,"Placer"
"501","635JUN001",39.35376,-120.05546,"Nevada"
"502","635MAR001",39.29719,-120.1352,"Placer"
