"","hydro","biol.endpoints","Condition","hydro.endpoints","thresholds","comb_code","PredictedProbability","Type","PredictedProbabilityScaled","Flow.Metric.Name","Flow.Component"
"44",137,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.00453831708650102,"Positive",0.005650476308515,"Dry-season duration","Dry-season baseflow"
"45",4,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.721753154997392,"Positive",0.95165360484374,"Dry-season duration","Dry-season baseflow"
"46",163,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.00131737410089858,"Positive",0.00140206707302166,"Dry-season duration","Dry-season baseflow"
"47",18,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.570870461856256,"Positive",0.752640014760891,"Dry-season duration","Dry-season baseflow"
"48",152.5,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.00217192240992088,"Positive",0.00252921242904121,"Dry-season duration","Dry-season baseflow"
"49",1,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.749560250921574,"Positive",0.98833103864639,"Dry-season duration","Dry-season baseflow"
"50",0,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"51",0,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"52",1.5,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.745056740325681,"Positive",0.982390928531664,"Dry-season duration","Dry-season baseflow"
"53",80,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.0646538953926947,"Positive",0.0849426523000401,"Dry-season duration","Dry-season baseflow"
"54",2,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.740500282615117,"Positive",0.976380981412071,"Dry-season duration","Dry-season baseflow"
"55",148.5,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.00262727701773658,"Positive",0.00312982309800245,"Dry-season duration","Dry-season baseflow"
"56",0,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"57",0,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"58",42.5,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.292515962168127,"Positive",0.385491688167648,"Dry-season duration","Dry-season baseflow"
"59",166,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.00114193283954273,"Positive",0.00117066084249771,"Dry-season duration","Dry-season baseflow"
"60",86.5,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.0482500800132019,"Positive",0.0633060939793623,"Dry-season duration","Dry-season baseflow"
"61",0,"CSCI",0,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"62",1,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.749560250921574,"Positive",0.98833103864639,"Dry-season duration","Dry-season baseflow"
"63",47,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.250145484129211,"Positive",0.329605219199577,"Dry-season duration","Dry-season baseflow"
"64",1,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.749560250921574,"Positive",0.98833103864639,"Dry-season duration","Dry-season baseflow"
"65",43.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.282743424580638,"Positive",0.372601755273313,"Dry-season duration","Dry-season baseflow"
"66",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"67",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"68",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"69",2,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.740500282615117,"Positive",0.976380981412071,"Dry-season duration","Dry-season baseflow"
"70",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"71",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"72",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"73",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"74",43,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.287604943629565,"Positive",0.379014076918965,"Dry-season duration","Dry-season baseflow"
"75",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"76",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"77",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"78",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"79",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"80",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"81",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"82",43.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.282743424580638,"Positive",0.372601755273313,"Dry-season duration","Dry-season baseflow"
"83",46.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.254645500826369,"Positive",0.335540720877668,"Dry-season duration","Dry-season baseflow"
"84",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"85",3,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.731230082088876,"Positive",0.964153628830357,"Dry-season duration","Dry-season baseflow"
"86",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"87",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"88",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"89",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"90",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"91",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"92",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"93",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"94",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"95",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"96",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"97",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"98",2,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.740500282615117,"Positive",0.976380981412071,"Dry-season duration","Dry-season baseflow"
"99",0.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.754010473626087,"Positive",0.994200862273311,"Dry-season duration","Dry-season baseflow"
"100",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"101",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"102",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"103",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"104",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"105",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"106",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"107",1,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.749560250921574,"Positive",0.98833103864639,"Dry-season duration","Dry-season baseflow"
"108",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"109",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"110",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"111",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"112",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"113",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"114",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"115",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"116",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"117",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"118",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"119",9.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.666152854230178,"Positive",0.878317059511672,"Dry-season duration","Dry-season baseflow"
"120",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"121",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"122",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"123",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"124",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"125",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"126",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"127",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"128",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"129",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"130",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"131",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"132",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"133",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"134",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"135",0.5,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.754010473626087,"Positive",0.994200862273311,"Dry-season duration","Dry-season baseflow"
"136",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"137",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"138",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"139",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"140",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"141",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"142",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"143",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"144",0,"CSCI",1,"DS_Dur_WS",0.79,"CSCI_DS_Dur_WS_0.79",0.758407105623605,"Positive",1,"Dry-season duration","Dry-season baseflow"
"145",0.00045,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477578165908625,"Positive",0.999974119921461,"Dry-season high baseflow","Dry-season baseflow"
"146",0.046225,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.476324501691168,"Positive",0.997341845873945,"Dry-season high baseflow","Dry-season baseflow"
"147",0.0102875,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477308716701396,"Positive",0.999408367030507,"Dry-season high baseflow","Dry-season baseflow"
"148",0.05165,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.476175943800962,"Positive",0.997029924169953,"Dry-season high baseflow","Dry-season baseflow"
"149",0,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477590491725703,"Positive",1,"Dry-season high baseflow","Dry-season baseflow"
"150",0.000753334,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477569857392037,"Positive",0.999956674825491,"Dry-season high baseflow","Dry-season baseflow"
"151",0.293324733,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.46956259864388,"Positive",0.983144119197738,"Dry-season high baseflow","Dry-season baseflow"
"152",0.615379,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.460766677452985,"Positive",0.964675637165322,"Dry-season high baseflow","Dry-season baseflow"
"153",2.359470834,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.413690665957831,"Positive",0.865831814717699,"Dry-season high baseflow","Dry-season baseflow"
"154",0.00325,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477501472549833,"Positive",0.999813089611149,"Dry-season high baseflow","Dry-season baseflow"
"155",0.030583165,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.476752860170045,"Positive",0.998241254895341,"Dry-season high baseflow","Dry-season baseflow"
"156",1.16664375,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.445770078647506,"Positive",0.933187813482562,"Dry-season high baseflow","Dry-season baseflow"
"157",0.217433,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.471638308667204,"Positive",0.987502413506918,"Dry-season high baseflow","Dry-season baseflow"
"158",0.00221875,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477529718864571,"Positive",0.999872397390846,"Dry-season high baseflow","Dry-season baseflow"
"159",0.000604167,"CSCI",0,"DS_Mag_90",0.79,"CSCI_DS_Mag_90_0.79",0.477573943172145,"Positive",0.999965253592271,"Dry-season high baseflow","Dry-season baseflow"
